Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords,Source_File,Domain_Category,Access_Type
\framework: Bridging Large Language Models and Code Repositories via Code Graph Databases,Equal contribution. Work was done during Xiangyan’s internship at Alibaba.,2024,arXiv,https://arxiv.org/html/2408.03910v2,"# \\framework: Bridging Large Language Models and Code Repositories via Code Graph Databases Xiangyan Liu1,3, Bo Lan2,∗ Zhiyuan Hu1Yang Liu3Zhicheng Zhang3 Fei Wang2Michael Shieh1Wenmeng Zhou3 1 Natio...",Architecture Gaps,arXiv,automatic
"S3LLM: Large-Scale Scientific Software Understanding with LLMs using Source, Metadata, and Document",15 Mar 2024,2024,arXiv,https://arxiv.org/abs/2403.10588,"# Computer Science > Software Engineering **arXiv:2403.10588** (cs) \[Submitted on 15 Mar 2024\] # Title:S3LLM: Large-Scale Scientific Software Understanding with LLMs using Source, Metadata, and Docu...",Architecture Gaps,arXiv,automatic
Towards a GML-Enabled Knowledge Graph Platform,"Hussein Abdallah,Essam Mansour",2023,arXiv,https://export.arxiv.org/pdf/2303.02166v1.pdf,Hussein Abdallah hussein.abdallah@concordia.ca Concordia University Concordia University Essam Mansour essam.mansour@concordia.ca Concordia University Concordia University Towards a GML-Enabled Knowle...,Architecture Gaps,arXiv,automatic
Exploring knowledge graph-based neural-symbolic system from application perspective,First Author,2025,arXiv,https://arxiv.org/html/2405.03524v3,"# Exploring knowledge graph-based neural-symbolic system from application perspective Shenzhe ZhuUniversity of TorontoToronto, Canadacho.zhu@mail.utoronto.caShengxiang SunUniversity of TorontoToronto,...",Architecture Gaps,arXiv,automatic
"A Birds Eye View on Knowledge Graph Embeddings, Software Libraries, Applications and Challenges","Satvik Garg,Debapriya Basu Roy",2022,arXiv,https://arxiv.org/pdf/2205.09088v1.pdf,"Satvik Garg Department of Computer Science Jaypee University of Information Technology SolanIndia Dwaipayan Roy Department of Computational and Data Sciences Indian Institute of Science, Education and...",Architecture Gaps,arXiv,automatic
A Comprehensive Survey on Automatic Knowledge Graph Construction,"Lingfeng Zhong,Jia Wu,Qian Li,Hao Peng,Xindong Wu",2023,arXiv,https://export.arxiv.org/pdf/2302.05019v1.pdf,Lingfeng Zhong Jia Wu Qian Li Hao Peng Xindong Wu LINGFENG ZHONG Macquarie University Australia JIA WU Macquarie University Australia HAO PENG QIAN LI Beihang University China XINDONG WU Beihang Unive...,Architecture Gaps,arXiv,automatic
Structural Entropy Guided Agent for Detecting and Repairing Knowledge Deficiencies in LLMs,12 May 2025,2025,arXiv,https://arxiv.org/abs/2505.07184,[View PDF](https://arxiv.org/pdf/2505.07184) [HTML (experimental)](https://arxiv.org/html/2505.07184v1) > Abstract:Large language models (LLMs) have achieved unprecedented performance by leveraging va...,Architecture Gaps,arXiv,automatic
Morescient GAI for Software Engineering,Marcus Kessel marcus.kessel@uni-mannheim.de,2024,arXiv,https://arxiv.org/html/2406.04710v1,# Morescient GAI for Software Engineering Marcus Kessel [marcus.kessel@uni-mannheim.de](mailto:marcus.kessel@uni-mannheim.de) and Colin Atkinson [colin.atkinson@uni-mannheim.de](mailto:colin.atkinson@...,Architecture Gaps,arXiv,automatic
A systematic literature review of knowledge graph construction and ...,,2024,ResearchGate,https://www.researchgate.net/publication/377903557_A_systematic_literature_review_of_knowledge_graph_construction_and_application_in_education,"In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered educators remains a perpetual pursuit. In recent years, a remark...",Architecture Gaps,ResearchGate,automatic
Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving,"Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataramana Runkana1 corresponding author.",2024,arXiv,https://arxiv.org/html/2408.14494v1,"# Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataraman...",Architecture Gaps,arXiv,automatic
Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,"Oliver Karras,Felix Wernlein,Jil Klunder,S. Auer",2023,arXiv,https://arxiv.org/pdf/2306.16791.pdf,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering Oliver Karras oliver.karras@tib.eu Felix Wernlein felix.wernlein@stud.uni-hann...,Architecture Gaps,arXiv,automatic
"Agents in Software Engineering: Survey, Landscape, and Vision","*Corresponding author: Yanlin Wang, wangylin36@mail.sysu.edu.cn",2024,arXiv,https://arxiv.org/html/2409.09030v1,"# Agents in Software Engineering: Survey, Landscape, and Vision Yanxian Huang1, Wanjun Zhong1, Ensheng Shi2, Min Yang3, Jiachi Chen1, Hui Li4, Yuchi Ma5, Qianxiang Wang5, Zibin Zheng1, Yanlin Wang1 1S...",Architecture Gaps,arXiv,automatic
Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the Future,28 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.20984,# Computer Science > Software Engineering **arXiv:2410.20984** (cs) \[Submitted on 28 Oct 2024\] # Title:Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the ...,Architecture Gaps,arXiv,automatic
Web of Scholars: A Scholar Knowledge Graph,"Jiaying Liu,Jing Ren,Wei-Jun Zheng,Lianhua Chi,Ivan Lee,Feng Xia",2022,arXiv,https://arxiv.org/pdf/2202.11311v1.pdf,Jiaying Liu jiaying_liu@outlook.com Jing Ren Wenqing Zheng Lianhua Chi l.chi@latrobe.edu.au Ivan Lee ivan.lee@unisa.edu.au Feng Xia f.xia@ieee.org Jiaying Liu Jing Ren Wenqing Zheng Lianhua Chi Ivan L...,Architecture Gaps,arXiv,automatic
Knowledge Graphs: Opportunities and Challenges - PubMed,"Ciyuan Peng 1 ,",2023,PubMed,https://pubmed.ncbi.nlm.nih.gov/37362886/,"Clipboard, Search History, and several other advanced features are temporarily unavailable. [Skip to main page content](https://pubmed.ncbi.nlm.nih.gov/37362886/#article-details) ![Dot gov](https://ww...",Architecture Gaps,PubMed/PMC,automatic
KNOW: A Real-World Ontology for Knowledge Capture with Large Language Models,30 May 2024,2024,arXiv,https://arxiv.org/abs/2405.19877,[View PDF](https://arxiv.org/pdf/2405.19877) [HTML (experimental)](https://arxiv.org/html/2405.19877v1) > Abstract:We present KNOW--the Knowledge Navigator Ontology for the World--the first ontology d...,Architecture Gaps,arXiv,automatic
Identifying and Consolidating Knowledge Engineering Requirements,,2023,arXiv,https://arxiv.org/pdf/2306.15124.pdf,"Identifying and Consolidating Knowledge Engineering Requirements Bradley P. Allen University of Amsterdam Amsterdam, The Netherlands b.p.allen@uva.nl Filip Ilievski USC Information Sciences Institute ...",Architecture Gaps,arXiv,automatic
MARK: Memory Augmented Refinement of Knowledge,8 May 2025,2025,arXiv,https://arxiv.org/abs/2505.05177,[View PDF](https://arxiv.org/pdf/2505.05177) > Abstract:Large Language Models (LLMs) assist in specialized tasks but struggle to align with evolving domain knowledge without costly fine-tuning. Domain...,Architecture Gaps,arXiv,automatic
A Lightweight Multi-Expert Generative Language Model System for Engineering Information and Knowledge Extraction,27 May 2025,2025,arXiv,https://arxiv.org/abs/2505.21109,[View PDF](https://arxiv.org/pdf/2505.21109) [HTML (experimental)](https://arxiv.org/html/2505.21109v1) > Abstract:Despite recent advancements in domain adaptation techniques for large language models...,Architecture Gaps,arXiv,automatic
KERL: Knowledge-Enhanced Personalized Recipe Recommendation using Large Language Models,20 May 2025,2025,arXiv,https://arxiv.org/abs/2505.14629,[View PDF](https://arxiv.org/pdf/2505.14629) [HTML (experimental)](https://arxiv.org/html/2505.14629v1) > Abstract:Recent advances in large language models (LLMs) and the abundance of food data have r...,Architecture Gaps,arXiv,automatic
Knowledge-Enhanced Program Repair for Data Science Code,13 Feb 2025,2025,arXiv,https://arxiv.org/abs/2502.09771,"[View PDF](https://arxiv.org/pdf/2502.09771) [HTML (experimental)](https://arxiv.org/html/2502.09771v1) > Abstract:This paper introduces DSrepair, a knowledge-enhanced program repair method designed t...",Architecture Gaps,arXiv,automatic
SENAI: Towards Software Engineering Native Generative Artificial Intelligence,19 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.15282,"[View PDF](https://arxiv.org/pdf/2503.15282) [HTML (experimental)](https://arxiv.org/html/2503.15282v1) > Abstract:Large Language Models have significantly advanced the field of code generation, demon...",Architecture Gaps,arXiv,automatic
Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs,27 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.21710,# Computer Science > Software Engineering **arXiv:2503.21710** (cs) \[Submitted on 27 Mar 2025\] # Title:Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs Authors: [Boya...,Architecture Gaps,arXiv,automatic
DepsRAG: Towards Agentic Reasoning and Planning for Software Dependency Management,"30 May 2024 , last revised 22 Oct 2024 (this version, v5)",2024,arXiv,https://arxiv.org/abs/2405.20455,"# Computer Science > Software Engineering **arXiv:2405.20455** (cs) \[Submitted on 30 May 2024 ( [v1](https://arxiv.org/abs/2405.20455v1)), last revised 22 Oct 2024 (this version, v5)\] # Title:DepsRA...",Architecture Gaps,arXiv,automatic
Code Digital Twin: Empowering LLMs with Tacit Knowledge for Complex Software Maintenance,11 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.07967,[View PDF](https://arxiv.org/pdf/2503.07967) [HTML (experimental)](https://arxiv.org/html/2503.07967v1) > Abstract:While large language models (LLMs) have demonstrated promise in software engineering ...,Architecture Gaps,arXiv,automatic
Towards Top-Down Automated Development in Limited Scopes: A Neuro-Symbolic Framework from Expressibles to Executables,"Jun Gu,Harald C. Gall",2023,arXiv,https://export.arxiv.org/pdf/2209.01566v4.pdf,Jian Gu jian.gu@monash.edu Harald C Gall gall@ifi.uzh.ch Jian Gu Harald C Gall Monash University Melbourne Australia ACM Reference Format University of Zurich Zurich Switzerland Towards Top-Down Autom...,Architecture Gaps,arXiv,automatic
Preliminary Studies to Bridge the Gap: Leveraging Informal Software Architecture Artifacts for Structured Model Creation,Luis Rabelo,2024,MDPI,https://www.mdpi.com/2078-2489/15/10/642,Next Article in Journal [Phishing and the Human Factor: Insights from a Bibliometric Analysis](https://www.mdpi.com/2078-2489/15/10/643) Next Article in Special Issue [Clustering Visual Similar Object...,Architecture Gaps,MDPI Open Access,automatic
Linked Data Science Powered by Knowledge Graphs,"Mossad Helali,Shubham Vashisth,Philippe Carrier,Katja Hose,Essam Mansour",2024,arXiv,https://export.arxiv.org/pdf/2303.02204v2.pdf,[![Cornell University](https://static.arxiv.org/icons/cu/cornell-reduced-white-SMALL.svg)](https://www.cornell.edu/) [We gratefully acknowledge support from\ \ the Simons Foundation and member institu...,Architecture Gaps,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2302.11509.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF),Architecture Gaps,arXiv,automatic
Incremental Analysis of Legacy Applications Using Knowledge Graphs for Application Modernization,11 May 2025,2025,arXiv,https://arxiv.org/abs/2505.06885,"[View PDF](https://arxiv.org/pdf/2505.06885) > Abstract:Industries such as banking, telecom, and airlines - o6en have large so6ware systems that are several decades old. Many of these systems are writ...",Architecture Gaps,arXiv,automatic
Knowledge Graphs and Their Reciprocal Relationship with Large Language Models,Enayat Rajabi,2025,MDPI,https://www.mdpi.com/2504-4990/7/2/38,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessSystematic Review by Ramandeep Singh Dehal †, Mehak Sharma † and Enayat Rajabi \* Management Science Department, Cape Breton University,...",Architecture Gaps,MDPI Open Access,automatic
Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing,,2022,arXiv,https://arxiv.org/pdf/2201.04876v5.pdf,"Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing Philipp Haindl philipp.haindl@scch.at Software Competence Center Hagenberg Hagenberg, Austria Georg Buchgeher geor...",Architecture Gaps,arXiv,automatic
,,2019,arXiv,https://arxiv.org/pdf/2102.02922v1.pdf,"Towards a Flexible System Architecture for Automated Knowledge Base Construction Frameworks Osman Din Massachusetts Institute of Technology Cambridge, MA https://orcid.org/0000-0001-6507-2468 Abstract...",Architecture Gaps,arXiv,automatic
KnowCoder-V2: Deep Knowledge Analysis,7 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.06881,"Authors: [Zixuan Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+Z), [Wenxuan Liu](https://arxiv.org/search/cs?searchtype=author&query=Liu,+W), [Long Bai](https://arxiv.org/search/cs?searc...",Architecture Gaps,arXiv,automatic
A Decade of Scholarly Research on Open Knowledge Graphs,"22 Jun 2023 (this version), latest version 26 Mar 2024 (v3)",2023,arXiv,https://arxiv.org/abs/2306.13186v1,[View PDF](https://arxiv.org/pdf/2306.13186v1) > Abstract:The proliferation of open knowledge graphs has led to a surge in scholarly research on the topic over the past decade. This paper presents a b...,Architecture Gaps,arXiv,automatic
Enabling knowledge discovery in natural hazard engineering datasets on DesignSafe,"Chahak Mehta,Krishna Kumar",2023,arXiv,https://export.arxiv.org/pdf/2304.11273v1.pdf,Chahak Mehta University of Texas at Austin USA Krishna Kumar University of Texas at Austin USA Enabling knowledge discovery in Natural Hazard Engineering datasets on DesignSafe CCS Concepts: • Softwar...,Architecture Gaps,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2306.11489,"JOURNAL OF LATEX CLASS FILES, VOL. 14, NO. 8, AUGUST 2021 1 Give Us the Facts: Enhancing Large Language Models with Knowledge Graphs for Fact-aware Language Modeling Linyao Yang, Hongyang Chen, Senior...",Architecture Gaps,arXiv,automatic
"Generative AI for Software Architecture. Applications, Trends, Challenges, and Future Directions",17 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.13310,[View PDF](https://arxiv.org/pdf/2503.13310) [HTML (experimental)](https://arxiv.org/html/2503.13310v1) > Abstract:Context: Generative Artificial Intelligence (GenAI) is transforming much of software ...,Architecture Gaps,arXiv,automatic
Microsoft Word - IEEE_Software_Connecting_the_Dots_of_Knowledge_in_Agile_Software_Development-3.docx,,2023,arXiv,https://export.arxiv.org/pdf/2306.05742v1.pdf,Month Published by the IEEE Computer Society Publication Name 1 K Abstract—This article discusses the importance of managing knowledge as a resource due to its great potential to create economic value...,Architecture Gaps,arXiv,automatic
Knowledge-Based Version Incompatibility Detection for Deep Learning,"Zhao Zhong-kai,Kou, Bonan,Ibrahim, Mohamed Yilmaz,Muhao Chen,Tianyi Zhang",2023,arXiv,https://export.arxiv.org/pdf/2308.13276v2.pdf,Zhongkai Zhao zhongkai.zhaok@gmail.com Bonan Kou koub@purdue.edu Mohamed Yilmaz Ibrahim ibrahi35@purdue.edu Muhao Chen muhchen@ucdavis.edu Tianyi Zhang tianyi@purdue.edu Zhongkai Zhao Bonan Kou Mohame...,Architecture Gaps,arXiv,automatic
Explore-Construct-Filter: An Automated Framework for Rich and Reliable API Knowledge Graph Construction,19 Feb 2025,2025,arXiv,https://arxiv.org/abs/2502.13412,# Computer Science > Software Engineering **arXiv:2502.13412** (cs) \[Submitted on 19 Feb 2025\] # Title:Explore-Construct-Filter: An Automated Framework for Rich and Reliable API Knowledge Graph Cons...,Architecture Gaps,arXiv,automatic
A Novel Paper Recommendation Method Empowered by Knowledge Graph: for Research Beginners,"Bangchao Wang,Ziyang Weng,Yanping Wang",2021,arXiv,https://arxiv.org/pdf/2103.08819v1.pdf,Bangchao Wang School of Mathematics and Computer Science Wuhan Textile University WuhanChina School of Computer Science Wuhan University WuhanChina Ziyang Weng School of Information Management Wuhan U...,Architecture Gaps,arXiv,automatic
BEKG: A Built Environment Knowledge Graph,"Xiao-Jun Yang,Haoyu Zhong,Penglin Du,Keping Zhou,Xingjin Lai,Zhengdong Wang,Yik Lun Lau,Yangqiu Song",2022,arXiv,https://export.arxiv.org/pdf/2211.02864v1.pdf,Xiaojun Yang School of Information Engineering Guangdong University of Technology GuangzhouChina Haoyu Zhong School of Information Engineering Guangdong University of Technology GuangzhouChina Penglin...,Architecture Gaps,arXiv,automatic
Research on Driving Scenario Knowledge Graphs,Yier Lin,2024,MDPI,https://www.mdpi.com/2076-3417/14/9/3804,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessArticle by Ce Zhang , Liang Hong , Dan Wang , Xinchao Liu , Jinzhe Yang and Yier Lin \* College of Mechanical Engineering, Tianjin Unive...",Architecture Gaps,MDPI Open Access,automatic
Recommending Analogical APIs via Knowledge Graph Embedding,"Mingwei Liu,Yong Yang,Yiling Lou,Xin Peng,Zhong Zhang,Xueying Du,Tianlin Yang",2023,arXiv,https://export.arxiv.org/pdf/2308.11422v1.pdf,Mingwei Liu Yanjun Yang China Yiling Lou Xin Peng Zhong Zhou China Xueying Du China Tianyong Yang * M Liu Y Yang Y Lou X Peng Z Zhou X Du T Yang Mingwei Liu Yanjun Yang Yiling Lou yilinglou@fudan.edu....,Architecture Gaps,arXiv,automatic
Integrating collective know-how for multicriteria decision support in agrifood chains—application to cheesemaking,Patrice Buche,2023,Other,https://www.frontiersin.org/articles/10.3389/frai.2023.1145007/pdf?isPublishedV2=False,"TYPE Original Research PUBLISHED 28 April 2023 DOI 10.3389/frai.2023.1145007 OPEN ACCESS EDITED BY Christophe Guéret, Accenture, Ireland REVIEWED BY Donagh Berry, Teagasc Food Research Centre, Ireland...",Architecture Gaps,Frontiers Open Access,automatic
Challenges and Paths Towards AI for Software Engineering,,2025,arXiv,https://arxiv.org/html/2503.22625v1,"\\nameAlex Gu \\emailgua@mit.edu \\addrMIT CSAIL \\nameNaman Jain⋆\\emailnaman\_jain@berkeley.edu \\addrUniversity of California, Berkeley \\nameWen-Ding Li⋆\\emailwl678@cornell.edu \\addrCornell Univ...",Architecture Gaps,arXiv,automatic
Foundation Models for Software Engineering of Cyber-Physical Systems: the Road Ahead,6 Apr 2025,2025,arXiv,https://arxiv.org/abs/2504.04630,"[View PDF](https://arxiv.org/pdf/2504.04630) [HTML (experimental)](https://arxiv.org/html/2504.04630v1) > Abstract:Foundation Models (FMs), particularly Large Language Models (LLMs), are increasingly ...",Architecture Gaps,arXiv,automatic
