Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords,Source_File,Domain_Category,Access_Type
AIstorian lets AI be a historian: A KG-powered multi-agent system for accurate biography generation,14 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.11346,"Authors: [Fengyu Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+F) (1), [Yilin Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+Y) (1), [Junhao Zhu](https://arxiv.org/search/cs...",Data Integration Challenges,arXiv,automatic
4th Workshop on Knowledge Graphs and Big Data,,2024,Other,https://cci.drexel.edu/kgbigdata/2024/,# 4th Workshop on Knowledge Graphs and Big Data In Conjunction with [IEEE Big Data 2024](http://bigdataieee.org/BigData2024/) ## SCOPE and OBJECTIVES #### Knowledge graphs have become essential tools ...,Data Integration Challenges,University Repository,semi-automatic
Oxford Semantic Technologies Knowledge Graph & AI | RDFox,Engineering DirectorDow Jones,,Other,https://www.oxfordsemantic.tech/,##### Product ##### Solutions ##### Resources ##### Company ## Transform data and knowledge into fast and accurate answers to complex questions. #### Knowledge-based artificial intelligence powered by...,Data Integration Challenges,Other (oxfordsemantic.tech),manual
Exploring Knowledge Graphs and Data Mining: A Quick ... - SmythOS,Alaa-eddine Kaddouri,2025,Other,https://smythos.com/developers/agent-development/knowledge-graphs-and-data-mining/,"Knowledge graphs are changing how we understand and process information with artificial intelligence. Like a vast digital map of interconnected facts and relationships, knowledge graphs help machines ...",Data Integration Challenges,Other (smythos.com),manual
A literature review of current technologies on health data integration for patient-centered health management,"Cong Peng, Prashant Goswami, and Guohua Bai",2019,Other,https://bth.diva-portal.org/smash/get/diva2:1382796/FULLTEXT01,https://doi.org/10.1177/1460458219892387 Health Informatics Journal 1–26 © The Author(s) 2019 Article reuse guidelines: sagepub.com/journals-permissions DOI: 10.1177/1460458219892387 journals.sagepub....,Data Integration Challenges,Other (bth.diva-portal.org),manual
Matching disparate dimensions for analytical integration of heterogeneous data sources,"Anna  Korobko, ICM SB RAS, Krasnoyarsk, Russia, Aleksei  Korobko, ICM SB RAS, Krasnoyarsk, Russia",2019,ACM Digital Library,https://dl.acm.org/doi/10.1145/3297662.3365809,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us...",Data Integration Challenges,ACM Digital Library,institutional
Aggregation and exploration of heterogeneous data collected from diverse information sources,"Teruhiko  Teraoka, Yahoo Japan Corporation Tokyo, Japan, tteraoka@yahoo-corp.jp",1451,ACM Digital Library,https://dl.acm.org/doi/10.1145/2030066.2030076,This paper describes aggregation and exploration of heterogeneous data collected from various information sources. We studied the organization of such data from a user's point of view. Interactive vis...,Data Integration Challenges,ACM Digital Library,institutional
[PDF] Data Management Opportunities in Unifying Large Language ...,"Arijit Khan, Tianxing Wu, and Xi Chen",,Other,https://vldb.org/workshops/2024/proceedings/LLM+KG/LLM+KG-1.pdf,Data Management Opportunities in Unifying Large Language Models+Knowledge Graphs Arijit Khan Aalborg University Denmark arijitk@cs.aau.dk Tianxing Wu Southeast University China tianxingwu@seu.edu.cn X...,Data Integration Challenges,Other (vldb.org),manual
[PDF] LLM Assisted Synthetic Multi-Modal Knowledge Graph Creation For ...,"Sukanya Mandal, Noel E. O'Connor",,Other,https://ojs.aaai.org/index.php/AAAI-SS/article/download/31795/33962/35864,"LLMasMMKG: LLM Assisted Synthetic Multi-Modal Knowledge Graph Creation For Smart City Cognitive Digital Twins Sukanya Mandal1, Noel E. O’Connor2 1SFI Centre for Research Training in Machine Learning (...",Data Integration Challenges,Other (ojs.aaai.org),manual
Knowledge graphs | The Alan Turing Institute,,2025,Other,https://www.turing.ac.uk/research/interest-groups/knowledge-graphs,"# This site uses cookies to store information on your computer. We use cookies to improve your experience when you browse our website. Using cookies, the website can 'remember' you during a single vis...",Data Integration Challenges,University Repository,semi-automatic
Agentic AI Research Team - 人工知能研究センター,,2025,Other,https://www.airc.aist.go.jp/en/dkirt/,[Top Page](https://www.airc.aist.go.jp/en/) [RESEARCH TEAMS](https://www.airc.aist.go.jp/en/teams/)Data-knolwedge Integration Research Team Research Teams - [Team Outline](https://www.airc.aist.go.jp/...,Data Integration Challenges,Other (airc.aist.go.jp),manual
Knowledge Graphs: The AI Engine Powering Modern Business ...,"Joseph D. StecJuly 31, 2024",2024,Other,https://www.strategysoftware.com/blog/knowledge-graphs-the-ai-engine-powering-modern-business-intelligence,Ever wonder how Netflix suggests your next binge-worthy show—or how LinkedIn recommends new connections? Maybe you've thought about how investigators untangle complex financial fraud? The answer lies ...,Data Integration Challenges,Other (strategysoftware.com),manual
Reframing a Novel Decentralized Knowledge Management Concept as a Desirable Vision: As We May Realize the Memex,Ulrich Schmitt,2021,MDPI,https://www.mdpi.com/2071-1050/13/7/4038/pdf,"sustainability Article Reframing a Novel Decentralized Knowledge Management Concept as a Desirable Vision: As We May Realize the Memex Ulrich Schmitt   Citation: Schmitt, U. Reframing ...",Data Integration Challenges,MDPI Open Access,automatic
Managing Polyglot Systems Metadata with Hypergraphs,"Moditha  Hewasinghage, Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain, modith",2021,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0169023X21000239,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S0169023X21000239#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S0169023X2100...,Data Integration Challenges,ScienceDirect,institutional
A Human Digital Twin Architecture for Knowledge-based Interactions and Context-Aware Conversations,4 Apr 2025,2025,arXiv,https://arxiv.org/abs/2504.03147,# Computer Science > Human-Computer Interaction **arXiv:2504.03147** (cs) \[Submitted on 4 Apr 2025\] # Title:A Human Digital Twin Architecture for Knowledge-based Interactions and Context-Aware Conve...,Design Patterns,arXiv,automatic
Personalized Diabetes Management with Digital Twins: A Patient-Centric Knowledge Graph Approach,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11051158/,## Abstract Diabetes management requires constant monitoring and individualized adjustments. This study proposes a novel approach that leverages digital twins and personal health knowledge graphs (PHK...,Design Patterns,PubMed/PMC,automatic
RHealthTwin: Towards Responsible and Multimodal Digital Twins for Personalized Well-being,10 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.08486,"View PDF Abstract: The rise of large language models (LLMs) has created new possibilities for digital twins in healthcare. However, the deployment of such systems in consumer health contexts raises si...",Design Patterns,arXiv,automatic
Cognitive Ledger Project: Towards Building Personal Digital Twins Through Cognitive Blockchain,Amir R. Asadi,2023,arXiv,https://export.arxiv.org/pdf/2201.08163v2.pdf,Reza Amir Humind Labs Tehran Iran Asadi a.asadi@humind.xyz Humind Labs Tehran Iran Cognitive Ledger Project: Towards Building Personal Digital Twins Through Cognitive Blockchain Cognitive ComputingKno...,Design Patterns,arXiv,automatic
(PDF) Human Digital Twin - Systematic Literature Review and Concept Disambiguation for Industry 5.0,,2024,ResearchGate,https://www.researchgate.net/publication/383334415_Human_Digital_Twin_-_Systematic_Literature_Review_and_Concept_Disambiguation_for_Industry_50,- [Home](https://www.researchgate.net/directory/publications) - [Maternity Care](https://www.researchgate.net/topic/Maternity-Care/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregna...,Design Patterns,ResearchGate,automatic
Human digital twins: A systematic literature review and concept disambiguation for industry 5.0,"Ben Gaffinet, Jana Al Haj Ali, Yannick Naudet, Hervé Panetto",2025,HAL Archives,https://hal.science/hal-04864742v1/document,"HAL Id: hal-04864742 https://hal.science/hal-04864742v1 Submitted on 5 Jan 2025 HAL is a multi-disciplinary open access archive for the deposit and dissemination of scientific research documents, whe...",Design Patterns,HAL Archives,automatic
Networking Technologies for Enabling Human Digital Twin in Personalized Healthcare Applications: A Comprehensive Survey,,2023,arXiv,https://export.arxiv.org/pdf/2301.03930v1.pdf,"Jiayuan Chen Member, IEEEChangyan Yi Member, IEEESamuel D Okegbile Senior Member, IEEEJun Cai Xuemin Fellow, IEEESherman Shen Networking Technologies for Enabling Human Digital Twin in Personalized He...",Design Patterns,arXiv,automatic
Human Body Digital Twin: A Master Plan,Tang; Chenyu; Gao; Shuo; Occhipinti; Luigi G,2023,arXiv,https://arxiv.org/abs/2307.09225v1,"Download PDF The human body DT has the potential to revolutionize healthcare and wellness, but its responsible and effective implementation requires consideration of various factors. This article pres...",Design Patterns,arXiv,automatic
Digital Twins for Patient Care via Knowledge Graphs and Closed-Form Continuous-Time Liquid Neural Networks,Logan Nye,2023,arXiv,https://export.arxiv.org/pdf/2307.04772v1.pdf,MDLogan Nye SORG Orthopaedic Research Group Department of Orthopaedic Surgery Massachusetts General Hospital Digital Twins for Patient Care via Knowledge Graphs and Closed-Form Continuous-Time Liquid ...,Design Patterns,arXiv,automatic
A human digital twin for the M-Machine,Saariluoma; Pertti; Myllylä; Mari; Karvonen; Antero; Luimula; Mika; Aho; Jami,2024,Springer,https://link.springer.com/article/10.1007/s44163-024-00164-x?utm_source=twitter&utm_medium=organic_social&utm_content=null&utm_campaign=CONR_JRNLS_AWA1_GL_PCOM_SMEDA_DISC,"Introduction Society 5.0 and its industrial component, Industry 5.0 programs, are changing thinking regarding technology design [ 1, 2, 3]. In the future, the focus of design will likely be as much on...",Design Patterns,Springer,institutional
"Ontologies in digital twin: Methodology, lessons learned and practical approach",,2023,Other,https://zenodo.org/record/8074139,"Published June 22, 2023 | Version v1 Conference paper Open Creators 1. ASM Research Solution Strategy 2. Universidad Politécnica de Madrid 3. DigitalTwin Technology GmbH 4. SINTEF, Trondheim, Norway 5...",Design Patterns,Zenodo,automatic
"Patient-centric knowledge graphs: a survey of current methods, challenges, and applications","Hassan S. Al Khatib, Subash Neupane, Harish Kumar Manchukonda, Noorbakhsh Amiri Golilarz, Sudip Mitt",2024,Frontiers,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2024.1388479/full,"## 1 Introduction The healthcare industry has experienced a significant shift, transitioning from traditional, provider-centric models toward patient-centered care. This shift highlights the critical ...",Design Patterns,Frontiers Open Access,automatic
KG4Diagnosis: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Medical Diagnosis,"22 Dec 2024 , last revised 28 Mar 2025 (this version, v4)",2024,arXiv,https://arxiv.org/abs/2412.16833,[View PDF](https://arxiv.org/pdf/2412.16833) [HTML (experimental)](https://arxiv.org/html/2412.16833v4) > Abstract:Integrating Large Language Models (LLMs) in healthcare diagnosis demands systematic f...,Design Patterns,arXiv,automatic
HealthGenie: Empowering Users with Healthy Dietary Guidance through Knowledge Graph and Large Language Models,20 Apr 2025,2025,arXiv,https://arxiv.org/abs/2504.14594,[View PDF](https://arxiv.org/pdf/2504.14594) [HTML (experimental)](https://arxiv.org/html/2504.14594v1) > Abstract:Seeking dietary guidance often requires navigating complex professional knowledge whi...,Design Patterns,arXiv,automatic
"Knowledge Net: Model and System for Accumulation, Representation, and Use of Knowledge","Olga  Tushkanova, St. Petersburg Institute for Informatics and Automation of RAS, 14 th Line V.O., 3",2019,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405896319313291,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S2405896319313291#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S240589631931...,Design Patterns,ScienceDirect,institutional
Universal Digital Twin - A Dynamic Knowledge Graph,"Amit Bhave Affiliation: CMCL Innovations, Cambridge CB3 0AX, United Kingdom",2021,Other,https://www.cambridge.org/core/journals/data-centric-engineering/article/universal-digital-twin-a-dynamic-knowledge-graph/FD25CDFF886CD2ED33D1FDFC13F6BEAB,![](https://www.cambridge.org/core/cambridge-core/public/images/logo_core.png) [![Cambridge Core Home](https://www.cambridge.org/core/cambridge-core/public/images/logo_core.svg)Home](https://www.cambr...,Design Patterns,Cambridge,institutional
Personal Knowledge Graphs: A Research Agenda,Krisztian Balog and Tom Kenter,2019,Other,https://krisztianbalog.com/files/ictir2019-pkg.pdf,"Personal Knowledge Graphs: A Research Agenda Krisztian Balog Google London, UK krisztianb@google.com Tom Kenter Google London, UK tomkenter@google.com ABSTRACT Knowledge graphs, organizing structured ...",Design Patterns,Other (krisztianbalog.com),manual
Applying Personal Knowledge Graphs to Health,"Sola Shirai,Oshani Seneviratne,Deborah L. McGuinness",2021,arXiv,https://arxiv.org/pdf/2104.07587v1.pdf,Sola Shirai Rensselaer Polytechnic Institute TroyNew YorkUSA Oshani Seneviratne Rensselaer Polytechnic Institute TroyNew YorkUSA Deborah L Mcguinness Rensselaer Polytechnic Institute TroyNew YorkUSA A...,Design Patterns,arXiv,automatic
Lifelong Personal Context Recognition,"Andrea Bontempelli,Marcelo Rodas Britez,Xiaoyue Li,Haonan Zhao,Luca Erculiani,Stefano Teso,Andrea Pa",2022,arXiv,https://arxiv.org/pdf/2205.10123v1.pdf,Andrea Bontempelli University of Trento Italy Marcelo Rodas Britez University of Trento Italy Xiaoyue Li University of Trento Italy Haonan Zhao University of Trento Italy Luca Erculiani University of ...,Design Patterns,arXiv,automatic
Designing decentralized knowledge management systems to effectuate individual and collective generative capacities,Ulrich Schmitt can be contacted at: schmitt@knowcations.org,2019,Other,https://www.emerald.com/insight/content/doi/10.1108/K-03-2019-0215/full/html,"## Abstract ### Purpose In addressing the future trajectory of knowledge management systems, this paper uses the psycho-social notion of generativity which recently stimulated contributions in technol...",Design Patterns,Emerald,institutional
AGENTiGraph: An Interactive Knowledge Graph Platform for LLM-based Chatbots Utilizing Private Data,15 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.11531,"Authors: [Xinjie Zhao](https://arxiv.org/search/cs?searchtype=author&query=Zhao,+X), [Moritz Blum](https://arxiv.org/search/cs?searchtype=author&query=Blum,+M), [Rui Yang](https://arxiv.org/search/cs?...",Design Patterns,arXiv,automatic
Deriving Design Knowledge Graph for Complex Sociotechnical Systems Using the AIA Design Thinking,"Tao Shen,Chan Gao,Yukari Nagai,Wei Ou",2021,Other,https://downloads.hindawi.com/journals/misy/2021/6416061.pdf,Tao Shen College of Design and Innovation Tongji University ShanghaiChina Chan Gao Architecture Department Huzhou University HuzhouZhejiangChina Knowledge Science Japan Advanced Institute of Science a...,Design Patterns,Other (downloads.hindawi.com),manual
FAIR Digital Twins for Data-Intensive Research,Erik Schultes and Barend Mons,2022,Frontiers,https://www.frontiersin.org/articles/10.3389/fdata.2022.883341/pdf,"PERSPECTIVE published: 11 May 2022 doi: 10.3389/fdata.2022.883341 Frontiers in Big Data | www.frontiersin.org 1 May 2022 | Volume 5 | Article 883341 Edited by: Corina Pascu, European Union Agency for ...",Design Patterns,Frontiers Open Access,automatic
(PDF) Weaving a Decentralized Semantic Web of (Personal) Knowledge,,2019,ResearchGate,https://www.researchgate.net/publication/334126329_Weaving_a_Decentralized_Semantic_Web_of_Personal_Knowledge,PreprintPDF Available # Weaving a Decentralized Semantic Web of (Personal) Knowledge - June 2019 - June 2019 DOI: [10.13140/RG.2.2.23855.07844](http://dx.doi.org/10.13140/RG.2.2.23855.07844) Authors: ...,Design Patterns,ResearchGate,automatic
,,2023,arXiv,https://arxiv.org/pdf/2004.00071.pdf,"arXiv:2004.00071v2 [cs.AI] 7 May 2020 Personal Health Knowledge Graphs for Patients Nidhi Rastogi, Ph.D.1, Mohammed J. Zaki, Ph.D.1 1Rensselaer Polytechnic Institute, Troy, New York, U.S.A. Abstract E...",Design Patterns,arXiv,automatic
Personal Health Knowledge Graph for Clinically Relevant Diet Recommendations,,2023,arXiv,https://arxiv.org/pdf/2110.10131.pdf,"Personal Health Knowledge Graph for Clinically Relevant Diet Recommendations Oshani Seneviratne1, Jonathan Harris1, Ching-Hua Chen2and Deborah L. McGuinness1 1Rensselaer Polytechnic Institute, 110 8th...",Design Patterns,arXiv,automatic
Using a Personal Health Library–Enabled mHealth Recommender System for Self-Management of Diabetes Among Underserved Populations: Use Case for Knowledge Graphs and Linked Data,"Nariman Ammar,James E. Bailey,Robert L. Davis,Arash Shaban-Nejad",2021,JMIR,https://formative.jmir.org/2021/3/e24738/PDF,Nariman Ammar Department of Pediatrics College of Medicine Oak Ridge National Laboratory Center for Biomedical Informatics The University of Tennessee Health Science Center MemphisTNUnited States PhD;...,Design Patterns,JMIR Formative,institutional
Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook,Baihan Lin,2022,arXiv,https://export.arxiv.org/pdf/2206.07304v2.pdf,"Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook Baihan Lin1,∗ 1Columbia University, New York, NY 10027, USA Abstract Knowledge management systems (KMS) are in hig...",Design Patterns,arXiv,automatic
"Knowledge Graph Construction: Extraction, Learning, and Evaluation",Yuchul Jung,2025,MDPI,https://www.mdpi.com/2076-3417/15/7/3727,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessReview by Seungmin Choi 1 and Yuchul Jung 2,\* 1 Department of Computer Engineering, Kumoh National Institute of Technology, Gumi-si 391...",Design Patterns,MDPI Open Access,automatic
Knowledge Graph Building Blocks: An easy-to-use Framework for developing FAIREr Knowledge Graphs,"Lars Vogt,Marcel Konrad,Manuel Prinz",2023,arXiv,https://export.arxiv.org/pdf/2304.09029v1.pdf,Lars Vogt correspondingauthor:lars.m.vogt@gmail.com Leibniz Information Centre for Science and Technology Welfengarten 1B30167HanoverGermany Knowledge Graph Building Blocks: An easy-to-use Framework f...,Design Patterns,arXiv,automatic
Knowledge Graph Tuning: Real-time Large Language Model Personalization based on Human Feedback,30 May 2024,2024,arXiv,https://arxiv.org/abs/2405.19686,[View PDF](https://arxiv.org/pdf/2405.19686) [HTML (experimental)](https://arxiv.org/html/2405.19686v1) > Abstract:Large language models (LLMs) have demonstrated remarkable proficiency in a range of n...,Design Patterns,arXiv,automatic
Quality-Focused Design Patterns for Digital Twin Systems - SSRN,See all articles by Carlo Human,2024,Other,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4798807,"35 Pages Posted: 18 Apr 2024 Abstract Complex physical systems have diverse details such as stakeholder needs, data integration, and software quality requirements. A system of digital twins, comprisin...",Design Patterns,SSRN,institutional
Managing human-AI collaborations within Industry 5.0 scenarios via knowledge graphs: key challenges and lessons learned,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11586345/,"## Abstract In this paper, we discuss technologies and approaches based on Knowledge Graphs (KGs) that enable the management of inline human interventions in AI-assisted manufacturing processes in Ind...",Design Patterns,PubMed/PMC,automatic
Design for a Digital Twin in Clinical Patient Care,2 May 2025,2025,arXiv,https://arxiv.org/abs/2505.01206,"Authors: Anna-Katharina Nitschke (1), Carlos Brandl (1), Fabian Egersdörfer (1), Magdalena Görtz (2 and 3), Markus Hohenfellner (3), Matthias Weidemüller (1) ((1) Physikalisches Institut, Universität ...",Design Patterns,arXiv,automatic
Human Digital Twin: A Survey,"Yujia Lin,Liming Chen,Aftab Ali,Christopher Nugent,Ian Cleland,Rongyang Li,Dazhi Gao,Hang Wang,Yajie",2022,arXiv,https://export.arxiv.org/pdf/2212.05937v1.pdf,"Yujia Lin Liming Chen l.chen@ulster.ac.uk School of Computing Ulster University 2-24 York StreetBT15 1APBelfast, BelfastUnited Kingdom † Aftab Ali a.ali@ulster.ac.uk School of Computing Ulster Univers...",Design Patterns,arXiv,automatic
Preliminary Systemic Model of (Human) Digital Twin,"Keywords: Digital Twin, Human Model, Industry4.0",2023,ACM Digital Library,https://dl.acm.org/doi/fullHtml/10.1145/3594806.3596596,| | | --- | | [![ACM Logo](https://dl.acm.org/pubs/lib/images/acm_logo.jpg)](http://www.acm.org) [![ACM Logo](https://dl.acm.org/pubs/lib/images/acm_logo_mobile.jpg)](http://www.acm.org) | | ☰ Article...,Design Patterns,ACM Digital Library,institutional
(PDF) Human digital twin with applications,,2022,ResearchGate,https://www.researchgate.net/publication/362947115_Human_digital_twin_with_applications,- [Home](https://www.researchgate.net/directory/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregnancy/publications) - [Medicine](https://www.researchgate.net/topic/Medicine/publicat...,Design Patterns,ResearchGate,automatic
A Human Digital-Twin-Based Framework Driving Human Centricity towards Industry 5.0,Gianfranco E. Modoni and Marco Sacco,2023,MDPI,https://mdpi-res.com/d_attachment/sensors/sensors-23-06054/article_deploy/sensors-23-06054.pdf?version=1688109680,"Citation: Modoni, G.E.; Sacco, M. A Human Digital-Twin-Based Framework Driving Human Centricity towards Industry 5.0. Sensors 2023, 23, 6054. https:// doi.org/10.3390/s23136054 Academic Editors: Houci...",Design Patterns,MDPI,automatic
Networking Architecture and Key Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey,,2023,arXiv,https://export.arxiv.org/pdf/2301.03930v2.pdf,Jiayuan Chen jiayuan.chen@nuaa.edu.cn. College of Computer Science and Technol-ogy Department of Electrical and Computer En-gineering are with the Network Intelligence and Inno-vation Laboratory (NI 2...,Design Patterns,arXiv,automatic
AI-Powered System to Facilitate Personalized Adaptive Learning in Digital Transformation,Horacio González-Vélez,2025,MDPI,https://www.mdpi.com/2076-3417/15/9/4989,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessArticle by Yao Yao \* and Horacio González-Vélez \* National College of Ireland, D01 N6P6 Dublin, Ireland \* Authors to whom corresponde...",Design Patterns,MDPI Open Access,automatic
Knowledge Patterns,"Peter Clark,John A. Thompson,B. Porter",2020,arXiv,https://arxiv.org/pdf/2005.04306.pdf,"Knowledge Patterns Peter Clark peter.e.clark@boeing.com Knowledge Systems, Boeing Mathematics and Computing Technology MS 7L66 PO Box 370798124SeattleWA John Thompson john.a.thompson@boeing.com Knowle...",Design Patterns,arXiv,automatic
,,2021,arXiv,https://arxiv.org/pdf/2106.12857v1.pdf,"Pattern-based Visualization of Knowledge Graphs Luigi Asprino 1 , Christian Colonna 1 , Misael Mongiov`ı 2 , Margherita Porena 2 , and Valentina Presutti 1,2 1 University of Bologna, Bologna, Italy 2 ...",Design Patterns,arXiv,automatic
Personalized Artificial General Intelligence (AGI) via Neuroscience-Inspired Continuous Learning Systems,Rajeev Gupta,2025,arXiv,https://arxiv.org/html/2504.20109v1,"Suhani Gupta Ronak Parikh Divya Gupta Amir Javaheri Jairaj Singh Shaktawat Department of AI and Robotics, IGNITE Pathways, Dublin, California, USA Department of Youth Wellness and Research, Neuro Heal...",Design Patterns,arXiv,automatic
An Ontology Design Pattern for Role-Dependent Names,"R. Rayan,C. Shimizu,P. Hitzler",2023,arXiv,https://arxiv.org/pdf/2305.02077.pdf,An Ontology Design Pattern for Role-Dependent Names Rushrukh Rayan Kansas State University USA Cogan Shimizu Wright State University USA Pascal Hitzler Kansas State University USA An Ontology Design P...,Design Patterns,arXiv,automatic
Unifying Large Language Models and Knowledge Graphs: A Roadmap,,2024,arXiv,https://ar5iv.labs.arxiv.org/html/2306.08302,"# Unifying Large Language Models and Knowledge Graphs: A Roadmap Shirui Pan, _Senior Member, IEEE_, Linhao Luo, Yufei Wang, Chen Chen, Jiapu Wang, Xindong Wu, Fellow, IEEEShirui Pan is with the School...",Design Patterns,arXiv,automatic
Human digital twin: a survey | Journal of Cloud Computing | Full Text,"Ning, Huansheng",2024,Springer,https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-024-00691-z,Search all SpringerOpen articles Search Human digital twin: a survey [Download PDF](https://journalofcloudcomputing.springeropen.com/counter/pdf/10.1186/s13677-024-00691-z.pdf) [Download PDF](https://...,Design Patterns,Springer Open,automatic
Human Digital Twin in Industry 5.0: A Holistic Approach to Worker Safety and Well-Being through Advanced AI and Emotional Analytics,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC10818408/,"## Abstract This research introduces a conceptual framework designed to enhance worker safety and well-being in industrial environments, such as oil and gas construction plants, by leveraging Human Di...",Design Patterns,PubMed/PMC,automatic
SKG: A Versatile Information Retrieval and Analysis Framework for Academic Papers with Semantic Knowledge Graphs,"Yamei Tu, Rui Qiu, Han-Wei Shen",2023,arXiv,https://arxiv.org/pdf/2306.04758.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF),Design Patterns,arXiv,automatic
(PDF) Human Digital Twin: A Survey,,2022,ResearchGate,https://www.researchgate.net/publication/366348018_Human_Digital_Twin_A_Survey,- [Home](https://www.researchgate.net/directory/publications) - [Maternity Care](https://www.researchgate.net/topic/Maternity-Care/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregna...,Design Patterns,ResearchGate,automatic
Digital Twins and Knowledge Graphs,EK Team,2022,Other,https://enterprise-knowledge.com/digital-twins-and-knowledge-graphs/,Enterprise knowledge graphs are one of the **[fastest growing trends in knowledge management](https://enterprise-knowledge.com/knowledge-management-trends-in-2022/)****.** Their intuitive and flexible...,Design Patterns,Other (enterprise-knowledge.com),manual
Systems Architecture Design Pattern Catalog for Developing Digital ...,Cor Verdouw,2020,MDPI,https://www.mdpi.com/1424-8220/20/18/5103,"## 1\. Introduction A digital twin refers to a digital replica of potential or actual entities (i.e., physical twin) \[ [1](http://www.mdpi.com/www.mdpi.com#B1-sensors-20-05103), [2](http://www.mdpi.c...",Design Patterns,MDPI Open Access,automatic
Digital Twin Meets Knowledge Graph for Intelligent Manufacturing ...,Symeon Papavassiliou,2024,MDPI,https://www.mdpi.com/1424-8220/24/8/2618,"## 1\. Introduction In today’s highly volatile industrial environment, businesses strive for the continuous integration of innovations that will allow for cost reduction, reduced time to market, and t...",Design Patterns,MDPI Open Access,automatic
[PDF] Untitled - DiVA portal,Sofia Duarte,,Other,https://www.diva-portal.org/smash/get/diva2:1802998/FULLTEXT01.pdf,Eksig 2023 “From Abstractness to Concreteness — experiential knowledge and the role of prototypes in design research” Proceedings MILANO 19.06 — 20.06 2023 k= eksig RY oc faiphorabopeenal Seciely DIPA...,Design Patterns,DiVA Portal,automatic
Scalability of generative knowledge management systems: designing for individuals' and institutions' mutual benefit,Ulrich Schmitt,2020,Other,https://www.emerald.com/insight/content/doi/10.1108/K-05-2020-0324/full/pdf?title=scalability-of-generative-knowledge-management-systems-designing-for-individuals-and-institutions-mutual-benefit,Ulrich Schmitt Business School University of Stellenbosch Western CapeBellvilleSouth Africa Scalability of generative knowledge management systems: designing for individuals' and institutions' mutual ...,Design Patterns,Emerald,institutional
Rationalizing a Personalized Conceptualization for the Digital Transition and Sustainability of Knowledge Management Using the SVIDT Method,Ulrich Schmitt,2018,MDPI,https://www.mdpi.com/2071-1050/10/3/839/pdf,"sustainability Article Rationalizing a Personalized Conceptualization for the Digital Transition and Sustainability of Knowledge Management Using the SVIDT Method Ulrich Schmitt ID Business School, Un...",Design Patterns,MDPI Open Access,automatic
A Knowledge Graph-Enhanced Hidden Markov Model for Personalized Travel Routing: Integrating Spatial and Semantic Data in Urban Environments,Tao Wu,2025,MDPI,https://www.mdpi.com/2624-6511/8/3/75,"## 1\. Introduction Route recommendation has emerged as a pivotal research area in smart city systems, with increasing attention directed toward developing intelligent, personalized solutions \[ [1](h...",Design Patterns,MDPI Open Access,automatic
"Gifts, Contexts, Means, and Ends Differing: Informing Task Scenarios to Serve Knowledge Workers’ Needs in Dynamic Complex Settings","Ulrich Schmitt, T. Grandon Gill",2020,Other,https://inform.nu/Articles/Vol23/ISJv23p119-145Schmitt6471.pdf,"Volume 23, 2020 Accepting Editor Robert W. Hammond │Received: June 3, 2020│Revised: September 6, November 11, 2020│ Accepted: November 14, 2020. Cite as: Schmitt, U., & Gill, T. G. (2020). Gifts, cont...",Design Patterns,Other (inform.nu),manual
